Name,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Jack Quinn,22,1,17,5,7,12,6,1,958,742,129,85,5,0,0,0,0,5,2,0,0,0,10,2,0,0,0,16.7,1.105,1.547,2.652,1.425,1.425,2.851,0.000,3.262,3.262,0.294,0.412,0.706,37,13.5,20,7,3,5,37.50
Justin Bailey,28,1,45,5,7,12,6,-9,650,605,14,30,5,0,0,0,0,6,1,0,2,0,11,1,0,2,0,8.3,0.615,0.861,1.476,0.661,0.793,1.453,0.000,5.538,5.538,0.111,0.156,0.267,55,9.1,55,24,6,11,35.29
Tanner Pearson,31,1,48,5,7,12,21,-11,775,637,78,59,4,1,0,1,0,6,1,0,2,0,10,2,0,3,0,16.7,0.484,0.677,1.161,0.471,0.706,1.177,0.955,0.955,1.910,0.104,0.146,0.250,71,7.0,45,34,5,16,23.81
Nathan Bastian,26,1,54,5,7,12,32,-10,609,526,34,49,5,0,0,1,0,7,0,0,0,0,12,0,0,1,0,0.0,0.547,0.765,1.312,0.634,0.887,1.521,0.000,0.000,0.000,0.093,0.130,0.222,57,8.8,143,27,14,13,51.85
Taylor Raddysh,25,1,62,5,7,12,18,-18,975,759,121,93,3,1,1,0,0,5,2,0,0,0,8,3,1,0,0,25.0,0.298,0.417,0.715,0.229,0.382,0.612,0.477,0.954,1.431,0.081,0.113,0.194,107,4.7,68,24,16,29,35.56
Andre Burakovsky,28,1,33,4,8,12,10,-6,841,731,110,0,2,2,0,1,0,5,3,0,0,0,7,5,0,1,0,41.7,0.519,1.037,1.556,0.298,0.746,1.044,1.981,2.972,4.953,0.121,0.242,0.364,55,7.3,10,12,2,3,40.00
Mason Lohrei,22,0,39,4,8,12,16,-2,1019,956,31,30,3,1,0,1,0,6,2,0,1,0,9,3,0,2,0,25.0,0.362,0.725,1.087,0.289,0.579,0.868,2.917,5.835,8.752,0.103,0.205,0.308,41,9.8,30,61,0,0,0.00
Ryan Pulock,29,0,42,4,8,12,12,2,1337,1152,58,126,2,2,0,1,0,7,1,0,0,0,9,3,0,1,0,25.0,0.256,0.513,0.769,0.149,0.521,0.670,2.909,1.455,4.364,0.095,0.190,0.286,67,6.0,81,111,0,0,0.00
Jake Bean,25,0,63,4,8,12,28,-8,975,907,2,65,4,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0.0,0.234,0.469,0.703,0.252,0.504,0.755,0.000,0.000,0.000,0.063,0.127,0.190,71,5.6,22,97,0,0,0.00
Brian Dumoulin,32,0,64,4,8,12,20,4,995,906,5,82,4,0,0,1,0,8,0,0,3,0,12,0,0,4,0,0.0,0.226,0.452,0.678,0.248,0.496,0.744,0.000,0.000,0.000,0.063,0.125,0.188,55,7.3,60,66,0,0,0.00
Zach Bogosian,33,0,53,3,9,12,49,5,1049,951,6,91,3,0,0,1,0,8,0,1,1,0,11,0,1,2,0,0.0,0.194,0.583,0.777,0.214,0.571,0.785,0.000,0.000,0.000,0.057,0.170,0.226,70,4.3,100,63,0,0,0.00
Brett Pesce,29,0,57,3,9,12,16,6,1213,1066,8,138,3,0,0,1,1,9,0,0,2,0,12,0,0,3,1,0.0,0.156,0.468,0.625,0.178,0.533,0.710,0.000,0.000,0.000,0.053,0.158,0.211,90,3.3,22,97,0,0,0.00
Martin Fehervary,24,0,50,2,10,12,22,-6,1128,1015,2,110,2,0,0,0,0,9,0,1,1,0,11,0,1,1,0,0.0,0.128,0.638,0.765,0.142,0.638,0.780,0.000,0.000,0.000,0.040,0.200,0.240,51,3.9,127,78,0,0,0.00
Dante Fabbro,25,0,53,2,10,12,22,11,976,896,5,74,2,0,0,0,0,10,0,0,2,0,12,0,0,2,0,0.0,0.139,0.695,0.834,0.151,0.757,0.909,0.000,0.000,0.000,0.038,0.189,0.226,59,3.4,43,83,0,0,0.00
Nicolas Hague,25,0,58,2,10,12,34,-7,1091,997,3,90,2,0,0,1,0,10,0,0,1,0,12,0,0,2,0,0.0,0.114,0.569,0.683,0.124,0.622,0.747,0.000,0.000,0.000,0.034,0.172,0.207,80,2.5,104,94,0,0,0.00
Jani Hakanpää,31,0,64,2,10,12,33,10,1118,920,1,196,2,0,0,1,0,10,0,0,2,0,12,0,0,3,0,0.0,0.101,0.503,0.603,0.122,0.611,0.733,0.000,0.000,0.000,0.031,0.156,0.188,56,3.6,196,123,0,0,0.00
Ryan Lindgren,25,0,65,2,10,12,30,18,1158,993,1,164,2,0,0,1,0,10,0,0,1,0,12,0,0,2,0,0.0,0.096,0.478,0.574,0.112,0.558,0.669,0.000,0.000,0.000,0.031,0.154,0.185,59,3.4,99,87,0,0,0.00
Tyson Barrie,32,0,36,1,11,12,14,-10,1101,923,170,7,1,0,0,0,0,7,4,0,0,0,8,4,0,0,0,33.3,0.091,0.999,1.090,0.108,0.758,0.866,0.000,2.349,2.349,0.028,0.306,0.333,54,1.9,11,40,0,0,0.00
Adam Pelech,29,0,42,1,11,12,23,-2,1195,1025,2,167,1,0,0,1,1,10,0,1,3,0,11,0,1,4,1,0.0,0.072,0.789,0.861,0.084,0.836,0.920,0.000,0.000,0.000,0.024,0.262,0.286,49,2.0,46,74,0,0,0.00
Urho Vaakanainen,24,0,57,1,11,12,20,0,1046,941,2,102,1,0,0,0,0,11,0,0,4,0,12,0,0,4,0,0.0,0.060,0.664,0.724,0.067,0.738,0.805,0.000,0.000,0.000,0.018,0.193,0.211,61,1.6,40,68,0,0,0.00
Jackson LaCombe,22,0,57,1,11,12,18,-26,1160,979,40,140,1,0,0,0,0,9,2,0,3,2,10,2,0,3,2,16.7,0.054,0.599,0.653,0.064,0.580,0.645,0.000,3.150,3.150,0.018,0.193,0.211,47,2.1,45,103,0,0,0.00
Nick Seeler,30,0,63,1,11,12,78,15,1018,886,5,126,1,0,0,0,0,8,0,3,2,0,9,0,3,2,0,0.0,0.056,0.617,0.674,0.064,0.516,0.580,0.000,0.000,0.000,0.016,0.175,0.190,81,1.2,112,184,0,0,0.00
Alexander Nylander,25,1,16,8,3,11,0,6,941,812,129,0,6,2,0,1,0,3,0,0,1,0,9,2,0,2,0,18.2,1.912,0.717,2.629,1.662,0.831,2.494,3.477,0.000,3.477,0.500,0.188,0.688,49,16.3,3,7,4,5,44.44
Colin Blackwell,30,1,37,8,3,11,8,-1,886,761,14,110,7,1,0,2,0,3,0,0,0,0,10,1,0,2,0,9.1,0.878,0.329,1.207,0.894,0.383,1.277,6.704,0.000,6.704,0.216,0.081,0.297,80,10.0,41,19,25,34,42.37
Brandon Tanev,32,1,50,6,5,11,36,6,875,712,3,159,6,0,0,0,0,5,0,0,1,0,11,0,0,1,0,0.0,0.494,0.411,0.905,0.607,0.506,1.112,0.000,0.000,0.000,0.120,0.100,0.220,51,11.8,103,52,8,15,34.78
Nico Sturm,28,1,47,5,6,11,12,-15,884,747,13,123,4,0,1,0,0,6,0,0,2,0,10,0,1,2,0,0.0,0.433,0.520,0.953,0.410,0.614,1.024,0.000,0.000,0.000,0.106,0.128,0.234,53,9.4,56,30,386,256,60.12
Noah Gregor,25,1,56,5,6,11,17,-7,683,608,5,69,3,1,1,1,0,6,0,0,0,0,9,1,1,1,0,9.1,0.470,0.564,1.035,0.317,0.634,0.951,11.043,0.000,11.043,0.089,0.107,0.196,99,5.1,131,21,14,10,58.33
Derek Ryan,37,1,61,5,6,11,6,-4,608,508,1,98,3,0,2,0,0,5,0,1,1,0,8,0,3,1,0,0.0,0.485,0.582,1.066,0.348,0.580,0.928,0.000,0.000,0.000,0.082,0.098,0.180,41,12.2,41,25,191,158,54.73
Keegan Kolesar,26,1,63,5,6,11,40,-6,652,627,2,22,5,0,0,1,0,5,0,1,1,0,10,0,1,2,0,0.0,0.438,0.525,0.963,0.455,0.455,0.910,0.000,0.000,0.000,0.079,0.095,0.175,58,8.6,218,34,5,9,35.71
Jesper Boqvist,25,1,34,4,7,11,6,11,662,650,3,7,4,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0.0,0.640,1.120,1.759,0.651,1.140,1.791,0.000,0.000,0.000,0.118,0.206,0.324,39,10.3,47,12,41,71,36.61
Ryan Carpenter,32,1,49,4,7,11,6,-8,680,576,1,102,4,0,0,0,0,7,0,0,1,0,11,0,0,1,0,0.0,0.432,0.756,1.187,0.510,0.892,1.402,0.000,0.000,0.000,0.082,0.143,0.224,47,8.5,37,27,209,228,47.83
Mattias Janmark-Nylén,31,1,54,4,7,11,41,-5,719,606,2,110,4,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0.0,0.371,0.649,1.020,0.440,0.770,1.210,0.000,0.000,0.000,0.074,0.130,0.204,59,6.8,45,17,27,36,42.86
Alexander Barabanov,29,1,42,3,8,11,10,-22,969,849,119,0,3,0,0,0,0,6,2,0,1,1,9,2,0,1,1,18.2,0.265,0.708,0.973,0.303,0.606,0.908,0.000,1.438,1.438,0.071,0.190,0.262,57,5.3,27,14,1,1,50.00
Liam O'Brien,29,1,61,3,8,11,133,0,585,568,1,15,3,0,0,0,0,8,0,0,2,0,11,0,0,2,0,0.0,0.302,0.806,1.109,0.311,0.830,1.141,0.000,0.000,0.000,0.049,0.131,0.180,51,5.9,174,24,6,19,24.00
Kevin Korchinski,19,0,61,3,8,11,16,-30,1179,1048,120,10,3,0,0,1,1,2,6,0,1,0,5,6,0,2,1,54.5,0.150,0.400,0.550,0.169,0.113,0.281,0.000,2.930,2.930,0.049,0.131,0.180,76,4.0,17,67,0,0,0.00
Joey Anderson,25,1,40,2,9,11,8,7,824,762,2,59,2,0,0,0,0,9,0,0,2,0,11,0,0,2,0,0.0,0.218,0.983,1.201,0.236,1.063,1.299,0.000,0.000,0.000,0.050,0.225,0.275,44,4.6,30,16,0,2,0.00
Nate Schmidt,32,0,55,2,9,11,14,7,1011,867,96,47,1,1,0,1,0,6,3,0,2,0,7,4,0,3,0,36.4,0.129,0.582,0.712,0.075,0.453,0.528,0.677,2.031,2.708,0.036,0.164,0.200,67,3.0,55,70,0,0,0.00
Luke Glendening,34,1,67,9,1,10,33,1,697,558,0,137,8,0,1,1,0,1,0,0,0,0,9,0,1,1,0,0.0,0.693,0.077,0.770,0.769,0.096,0.865,0.000,0.000,0.000,0.134,0.015,0.149,47,19.2,99,47,443,348,56.01
Zemgus Girgensons,29,1,50,7,3,10,19,3,715,654,2,58,7,0,0,3,0,3,0,0,0,0,10,0,0,3,0,0.0,0.704,0.302,1.006,0.770,0.330,1.100,0.000,0.000,0.000,0.140,0.060,0.200,62,11.3,114,27,66,62,51.56
Marc-Edouard Vlasic,36,0,41,6,4,10,18,-16,984,882,1,100,6,0,0,1,0,4,0,0,0,0,10,0,0,1,0,0.0,0.535,0.357,0.892,0.597,0.398,0.995,0.000,0.000,0.000,0.146,0.098,0.244,53,11.3,29,81,0,0,0.00
A.J. Greer,27,1,48,6,4,10,35,-9,523,503,6,14,5,1,0,0,0,4,0,0,1,0,9,1,0,1,0,10.0,0.859,0.573,1.432,0.745,0.596,1.341,11.429,0.000,11.429,0.125,0.083,0.208,47,12.8,89,18,3,3,50.00
Sam Gagner,34,1,27,5,5,10,10,0,614,571,42,0,5,0,0,2,0,4,1,0,0,0,9,1,0,2,0,10.0,1.085,1.085,2.170,1.166,0.933,2.098,0.000,3.144,3.144,0.185,0.185,0.370,48,10.4,17,14,14,9,60.87
Cody Glass,24,1,36,5,5,10,20,-12,812,661,146,5,5,0,0,1,0,4,1,0,0,0,9,1,0,1,0,10.0,0.615,0.615,1.231,0.756,0.605,1.361,0.000,0.685,0.685,0.139,0.139,0.278,71,7.0,28,18,91,109,45.50
Boris Katchouk,25,1,42,5,5,10,12,-2,723,632,4,86,4,0,1,0,0,5,0,0,1,1,9,0,1,1,1,0.0,0.592,0.592,1.184,0.542,0.678,1.220,0.000,0.000,0.000,0.119,0.119,0.238,52,9.6,58,13,15,19,44.12
Blake Lizotte,26,1,47,5,5,10,12,2,670,560,5,105,3,0,2,2,0,4,0,1,0,0,7,0,3,2,0,0.0,0.571,0.571,1.142,0.410,0.547,0.957,0.000,0.000,0.000,0.106,0.106,0.213,57,8.8,47,21,129,143,47.43
Phil Di Giuseppe,30,1,48,5,5,10,36,1,725,652,0,71,5,0,0,1,0,5,0,0,3,0,10,0,0,4,0,0.0,0.517,0.517,1.034,0.575,0.575,1.149,0.000,0.000,0.000,0.104,0.104,0.208,51,9.8,84,23,5,11,31.25
Nick Cousins,30,1,56,5,5,10,39,-8,748,727,19,1,5,0,0,2,0,5,0,0,1,0,10,0,0,3,0,0.0,0.429,0.429,0.859,0.442,0.442,0.884,0.000,0.000,0.000,0.089,0.089,0.179,93,5.4,101,26,9,14,39.13
Mathew Dumba,29,0,61,4,6,10,76,-12,1204,1016,15,172,4,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0.0,0.196,0.294,0.490,0.232,0.348,0.581,0.000,0.000,0.000,0.066,0.098,0.164,63,6.4,160,89,0,1,0.00
Sam Malinski,25,0,23,3,7,10,6,3,853,822,28,3,2,1,0,1,0,6,1,0,0,0,8,2,0,1,0,20.0,0.550,1.284,1.834,0.381,1.142,1.523,5.513,5.513,11.026,0.130,0.304,0.435,31,9.7,14,22,0,0,0.00
Anthony DeAngelo,28,0,27,3,7,10,24,-7,856,697,155,3,1,2,0,0,0,3,4,0,2,1,4,6,0,2,1,60.0,0.467,1.089,1.556,0.191,0.573,0.764,1.717,3.433,5.150,0.111,0.259,0.370,41,7.3,4,14,0,0,0.00
Barrett Hayton,23,1,33,3,7,10,26,-13,1020,803,150,67,2,1,0,0,0,6,1,0,0,0,8,2,0,0,0,20.0,0.321,0.748,1.069,0.272,0.815,1.087,0.724,0.724,1.448,0.091,0.212,0.303,66,4.6,17,15,208,210,49.76
Eric Robinson,28,1,40,3,7,10,19,-2,697,664,0,32,3,0,0,1,0,7,0,0,5,0,10,0,0,6,0,0.0,0.387,0.903,1.290,0.406,0.948,1.355,0.000,0.000,0.000,0.075,0.175,0.250,54,5.6,84,10,3,1,75.00
Michael Pezzetta,25,1,46,3,7,10,39,1,464,456,1,6,3,0,0,1,0,7,0,0,0,0,10,0,0,1,0,0.0,0.505,1.179,1.685,0.514,1.200,1.714,0.000,0.000,0.000,0.065,0.152,0.217,36,8.3,188,18,5,8,38.46
Lukas Reichel,21,1,50,3,7,10,12,-28,864,737,116,10,1,2,0,0,0,7,0,0,0,0,8,2,0,0,0,20.0,0.250,0.583,0.833,0.098,0.683,0.781,1.241,0.000,1.241,0.060,0.140,0.200,63,4.8,20,16,85,110,43.59
Jamie Oleksiak,31,0,66,2,8,10,33,-2,1195,1008,1,184,2,0,0,0,0,7,0,1,0,0,9,0,1,0,0,0.0,0.091,0.365,0.456,0.108,0.378,0.487,0.000,0.000,0.000,0.030,0.121,0.152,91,2.2,97,149,0,0,0.00
Ty Emberson,23,0,30,1,9,10,6,-4,1112,1035,10,66,1,0,0,0,0,8,1,0,2,0,9,1,0,2,0,10.0,0.108,0.970,1.078,0.116,0.927,1.043,0.000,10.976,10.976,0.033,0.300,0.333,31,3.2,94,46,0,0,0.00
Adam Boqvist,23,0,35,1,9,10,0,-8,1097,968,124,3,1,0,0,0,0,5,4,0,0,0,6,4,0,0,0,40.0,0.094,0.844,0.938,0.106,0.531,0.637,0.000,3.302,3.302,0.029,0.257,0.286,45,2.2,11,42,0,0,0.00
Erik Cernak,26,0,55,1,9,10,61,1,1157,986,3,168,1,0,0,0,0,9,0,0,2,0,10,0,0,2,0,0.0,0.057,0.509,0.565,0.066,0.597,0.664,0.000,0.000,0.000,0.018,0.164,0.182,43,2.3,143,87,0,0,0.00
Andreas Englund,27,0,67,1,9,10,63,-3,799,738,1,60,1,0,0,0,0,9,0,0,2,0,10,0,0,2,0,0.0,0.067,0.605,0.672,0.073,0.655,0.728,0.000,0.000,0.000,0.015,0.134,0.149,35,2.9,160,74,0,0,0.00
Kevin Bahl,23,0,67,1,9,10,53,5,1041,926,2,111,1,0,0,1,0,9,0,0,3,0,10,0,0,4,0,0.0,0.052,0.465,0.516,0.058,0.522,0.580,0.000,0.000,0.000,0.015,0.134,0.149,54,1.9,135,91,0,0,0.00
Trevor Van Riemsdyk,32,0,54,0,10,10,14,-5,1131,1023,6,101,0,0,0,0,0,9,0,1,1,0,9,0,1,1,0,0.0,0.000,0.589,0.589,0.000,0.586,0.586,0.000,0.000,0.000,0.000,0.185,0.185,57,0.0,12,72,0,0,0.00
Patrik Laine,25,1,18,6,3,9,6,-10,913,740,172,0,5,1,0,0,0,2,1,0,1,0,7,2,0,1,0,22.2,1.314,0.657,1.971,1.351,0.540,1.892,1.162,1.162,2.323,0.333,0.167,0.500,41,14.6,5,14,30,49,37.97
Alex Barre-Boulet,26,1,36,6,3,9,10,-9,671,618,53,0,4,2,0,0,0,3,0,0,0,0,7,2,0,0,0,22.2,0.894,0.447,1.341,0.647,0.485,1.132,3.764,0.000,3.764,0.167,0.083,0.250,46,13.0,26,8,14,14,50.00
Johnathan Kovacevic,26,0,53,6,3,9,40,9,988,845,2,141,6,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0.0,0.412,0.206,0.618,0.482,0.241,0.723,0.000,0.000,0.000,0.113,0.057,0.170,37,16.2,60,72,0,0,0.00
Logan Stankoven,20,1,11,5,4,9,2,3,948,834,112,0,4,1,0,0,0,3,1,0,1,1,7,2,0,1,1,22.2,1.726,1.380,3.106,1.568,1.176,2.745,2.899,2.899,5.797,0.455,0.364,0.818,28,17.9,11,6,9,4,69.23
Julien Gauthier,26,1,27,5,4,9,8,-5,610,602,6,1,5,0,0,1,0,4,0,0,0,0,9,0,0,1,0,0.0,1.093,0.874,1.967,1.106,0.885,1.991,0.000,0.000,0.000,0.185,0.148,0.333,32,15.6,63,17,3,5,37.50
Nathan Walker,29,1,30,5,4,9,11,0,653,644,2,6,5,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0.0,0.918,0.734,1.652,0.931,0.745,1.677,0.000,0.000,0.000,0.167,0.133,0.300,31,16.1,67,23,7,8,46.67
Joshua Roy,20,1,22,4,5,9,0,-1,727,669,58,0,4,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0.0,0.899,1.124,2.023,0.977,1.222,2.199,0.000,0.000,0.000,0.182,0.227,0.409,33,12.1,10,20,2,5,28.57
Colin Miller,31,0,43,4,5,9,26,9,946,875,18,51,4,0,0,0,0,4,1,0,0,0,8,1,0,0,0,11.1,0.354,0.442,0.796,0.382,0.382,0.765,0.000,4.494,4.494,0.093,0.116,0.209,68,5.9,87,33,0,0,0.00
Brandon Duhaime,26,1,66,4,5,9,66,-5,645,517,3,124,3,0,1,0,0,5,0,0,0,0,8,0,1,0,0,0.0,0.338,0.422,0.760,0.316,0.527,0.843,0.000,0.000,0.000,0.061,0.076,0.136,80,5.0,167,32,4,6,40.00
Jamie Drysdale,21,0,27,3,6,9,8,-11,1183,1017,151,14,2,1,0,0,0,4,1,1,0,0,6,2,1,0,0,22.2,0.338,0.676,1.014,0.262,0.524,0.786,0.882,0.882,1.764,0.111,0.222,0.333,42,7.1,20,32,0,0,0.00
Arber Xhekaj,22,0,36,3,6,9,67,7,946,867,62,17,3,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0.0,0.317,0.634,0.951,0.346,0.692,1.038,0.000,0.000,0.000,0.083,0.167,0.250,50,6.0,99,40,0,0,0.00
Adam Ruzicka,24,1,42,3,6,9,12,-9,601,510,90,0,3,0,0,1,0,2,4,0,0,0,5,4,0,1,0,44.4,0.427,0.855,1.282,0.503,0.336,0.839,0.000,3.780,3.780,0.071,0.143,0.214,35,8.6,11,16,86,97,46.99
Brendan Smith,34,0,48,3,6,9,51,-1,883,723,2,158,3,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0.0,0.255,0.509,0.764,0.311,0.622,0.934,0.000,0.000,0.000,0.063,0.125,0.188,45,6.7,91,65,0,0,0.00
Joel Kiviranta,27,1,52,3,6,9,12,0,596,525,0,70,3,0,0,0,0,6,0,0,2,0,9,0,0,2,0,0.0,0.348,0.696,1.044,0.395,0.790,1.186,0.000,0.000,0.000,0.058,0.115,0.173,47,6.4,71,29,2,5,28.57
Fredrik Olofsson,27,1,57,3,6,9,8,-5,585,507,1,76,3,0,0,1,0,6,0,0,2,0,9,0,0,3,0,0.0,0.324,0.647,0.971,0.374,0.747,1.121,0.000,0.000,0.000,0.053,0.105,0.158,45,6.7,45,29,159,242,39.65
Ty Dellandrea,23,1,40,2,7,9,18,-9,759,642,3,114,2,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0.0,0.237,0.829,1.066,0.280,0.980,1.260,0.000,0.000,0.000,0.050,0.175,0.225,51,3.9,61,17,90,124,42.06
Sebastian Aho,27,0,51,2,7,9,10,-8,972,890,48,33,2,0,0,0,0,5,2,0,2,0,7,2,0,2,0,22.2,0.145,0.508,0.653,0.158,0.396,0.555,0.000,2.922,2.922,0.039,0.137,0.176,45,4.4,36,65,0,0,0.00
Ian Cole,34,0,67,2,7,9,57,12,1130,972,6,151,2,0,0,0,0,7,0,0,1,0,9,0,0,1,0,0.0,0.095,0.333,0.428,0.110,0.387,0.497,0.000,0.000,0.000,0.030,0.104,0.134,55,3.6,70,143,0,0,0.00
Andrew Peeke,25,0,25,1,8,9,6,0,949,855,0,93,1,0,0,0,0,7,0,1,0,0,8,0,1,0,0,0.0,0.152,1.213,1.365,0.168,1.178,1.346,0.000,0.000,0.000,0.040,0.320,0.360,25,4.0,49,53,0,0,0.00
Kaedan Korczak,22,0,26,1,8,9,8,12,990,956,19,14,1,0,0,0,0,7,1,0,1,0,8,1,0,1,0,11.1,0.140,1.119,1.258,0.145,1.013,1.158,0.000,7.229,7.229,0.038,0.308,0.346,32,3.1,43,31,0,0,0.00
Ben Hutton,30,0,31,1,8,9,17,5,966,886,73,6,1,0,0,0,0,7,1,0,1,0,8,1,0,1,0,11.1,0.120,0.961,1.081,0.131,0.917,1.048,0.000,1.575,1.575,0.032,0.258,0.290,46,2.2,13,42,0,0,0.00
David Jiricek,20,0,36,1,8,9,20,-1,886,874,0,11,1,0,0,1,0,8,0,0,0,0,9,0,0,1,0,0.0,0.113,0.902,1.015,0.114,0.914,1.029,0.000,0.000,0.000,0.028,0.222,0.250,33,3.0,22,39,0,0,0.00
Jonas Siegenthaler,26,0,49,1,8,9,18,-4,1165,1041,4,119,1,0,0,0,0,8,0,0,2,0,9,0,0,2,0,0.0,0.063,0.504,0.567,0.071,0.564,0.635,0.000,0.000,0.000,0.020,0.163,0.184,57,1.8,69,79,0,0,0.00
Vincent Desharnais,27,0,63,1,8,9,48,6,919,797,2,119,1,0,0,0,0,7,0,1,1,0,8,0,1,1,0,0.0,0.062,0.497,0.559,0.072,0.502,0.573,0.000,0.000,0.000,0.016,0.127,0.143,38,2.6,104,96,0,0,0.00
Nick Jensen,33,0,64,1,8,9,8,-2,1168,991,3,173,1,0,0,0,0,8,0,0,3,0,9,0,0,3,0,0.0,0.048,0.385,0.433,0.057,0.454,0.510,0.000,0.000,0.000,0.016,0.125,0.141,58,1.7,50,100,0,0,0.00
Barclay Goodrow,30,1,65,1,8,9,45,-9,770,649,2,117,1,0,0,0,0,8,0,0,2,0,9,0,0,2,0,0.0,0.072,0.575,0.647,0.085,0.682,0.767,0.000,0.000,0.000,0.015,0.123,0.138,47,2.1,146,76,268,227,54.14
Alex Goligoski,38,0,30,0,9,9,14,-7,933,868,59,5,0,0,0,0,0,7,2,0,0,0,7,2,0,0,0,22.2,0.000,1.156,1.156,0.000,0.967,0.967,0.000,4.007,4.007,0.000,0.300,0.300,27,0.0,25,31,0,0,0.00
John Beecher,22,1,41,6,2,8,15,-5,628,522,0,105,6,0,0,1,0,2,0,0,0,0,8,0,0,1,0,0.0,0.838,0.279,1.118,1.009,0.336,1.345,0.000,0.000,0.000,0.146,0.049,0.195,30,20.0,92,28,221,184,54.57
Tyler Motte,28,1,57,6,2,8,26,-5,746,614,1,129,4,0,2,2,0,2,0,0,1,0,6,0,2,3,0,0.0,0.508,0.169,0.677,0.411,0.206,0.617,0.000,0.000,0.000,0.105,0.035,0.140,70,8.6,84,31,68,68,50.00
Cole Guttman,24,1,27,4,4,8,7,-17,757,632,118,6,2,2,0,0,0,3,1,0,0,0,5,3,0,0,0,37.5,0.704,0.704,1.409,0.422,0.633,1.054,2.249,1.125,3.374,0.148,0.148,0.296,50,8.0,11,14,60,60,50.00
Mark Jankowski,29,1,18,3,5,8,0,4,743,655,23,64,3,0,0,1,0,4,1,0,1,0,7,1,0,2,0,12.5,0.807,1.345,2.152,0.915,1.220,2.135,0.000,8.675,8.675,0.167,0.278,0.444,28,10.7,5,4,39,42,48.15
Hudson Fasching,28,1,36,3,5,8,6,-9,711,695,11,4,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0.0,0.422,0.703,1.125,0.432,0.719,1.151,0.000,0.000,0.000,0.083,0.139,0.222,31,9.7,38,22,1,1,50.00
Dakota Mermis,29,0,44,3,5,8,33,-2,843,782,7,53,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0.0,0.291,0.485,0.776,0.314,0.523,0.837,0.000,0.000,0.000,0.068,0.114,0.182,39,7.7,44,57,0,0,0.00
Jon Merrill,31,0,51,3,5,8,30,4,773,739,3,29,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0.0,0.274,0.457,0.730,0.286,0.477,0.763,0.000,0.000,0.000,0.059,0.098,0.157,30,10.0,32,41,0,0,0.00
Calvin de Haan,32,0,54,3,5,8,20,-11,990,879,1,109,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0.0,0.202,0.336,0.538,0.228,0.379,0.607,0.000,0.000,0.000,0.056,0.093,0.148,54,5.6,85,74,0,0,0.00
Travis Boyd,30,1,16,2,6,8,2,3,577,568,5,3,2,0,0,1,0,6,0,0,0,0,8,0,0,1,0,0.0,0.779,2.338,3.118,0.792,2.375,3.167,0.000,0.000,0.000,0.125,0.375,0.500,12,16.7,10,10,23,20,53.49
Chris Tierney,29,1,37,2,6,8,2,3,563,513,2,47,2,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0.0,0.345,1.036,1.382,0.379,1.136,1.515,0.000,0.000,0.000,0.054,0.162,0.216,21,9.5,15,8,79,59,57.25
Kevin Labanc,28,1,40,2,6,8,16,-22,704,645,58,0,2,0,0,0,0,3,3,0,0,0,5,3,0,0,0,37.5,0.255,0.766,1.022,0.279,0.418,0.697,0.000,4.578,4.578,0.050,0.150,0.200,53,3.8,53,16,6,13,31.58
Jordan Harris,23,0,42,2,6,8,18,-4,1014,919,4,90,2,0,0,0,0,6,0,0,3,1,8,0,0,3,1,0.0,0.169,0.507,0.676,0.186,0.559,0.746,0.000,0.000,0.000,0.048,0.143,0.190,34,5.9,17,55,0,0,0.00
Connor Murphy,30,0,43,2,6,8,40,-19,1191,1035,8,147,2,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0.0,0.141,0.422,0.562,0.162,0.485,0.647,0.000,0.000,0.000,0.047,0.140,0.186,48,4.2,106,105,0,0,0.00
Jakub Lauko,23,1,49,2,6,8,32,-3,587,576,3,8,2,0,0,0,0,6,0,0,1,0,8,0,0,1,0,0.0,0.250,0.750,1.001,0.255,0.765,1.020,0.000,0.000,0.000,0.041,0.122,0.163,35,5.7,145,15,6,9,40.00
