Name,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Wyatt Kaiser,21,0,21,0,4,4,20,1,994,869,2,121,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0.0,0.000,0.690,0.690,0.000,0.788,0.788,0.000,0.000,0.000,0.000,0.190,0.190,9,0.0,15,27,0,0,0.00
Jonas Siegenthaler,26,0,22,0,4,4,6,-1,1186,1040,4,141,0,0,0,0,0,4,0,0,1,0,4,0,0,1,0,0.0,0.000,0.552,0.552,0.000,0.629,0.629,0.000,0.000,0.000,0.000,0.182,0.182,25,0.0,23,37,0,0,0.00
Mario Ferraro,25,0,25,0,4,4,16,-18,1322,1115,6,200,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0.0,0.000,0.436,0.436,0.000,0.517,0.517,0.000,0.000,0.000,0.000,0.160,0.160,43,0.0,27,77,0,0,0.00
Joel Armia,30,1,10,3,0,3,2,3,807,636,4,167,2,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0.0,1.337,0.000,1.337,1.131,0.000,1.131,0.000,0.000,0.000,0.300,0.000,0.300,19,15.8,6,3,2,0,100.00
James Hamblin,24,1,12,2,1,3,0,1,468,448,2,18,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0.0,1.280,0.640,1.920,1.337,0.669,2.006,0.000,0.000,0.000,0.167,0.083,0.250,6,33.3,3,10,32,31,50.79
Nic Dowd,33,1,13,2,1,3,8,4,925,740,10,173,2,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0.0,0.599,0.299,0.898,0.748,0.374,1.121,0.000,0.000,0.000,0.154,0.077,0.231,15,13.3,15,21,110,102,51.89
Vinni Lettieri,28,1,13,2,1,3,4,-3,642,531,56,54,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0.0,0.862,0.431,1.292,1.042,0.521,1.562,0.000,0.000,0.000,0.154,0.077,0.231,15,13.3,12,4,23,15,60.53
Sam Steel,25,1,18,2,1,3,8,-2,762,627,1,132,1,0,1,0,0,1,0,0,1,0,2,0,1,1,0,0.0,0.525,0.262,0.787,0.319,0.319,0.637,0.000,0.000,0.000,0.111,0.056,0.167,24,8.3,7,5,16,21,43.24
Kaapo Kakko,22,1,20,2,1,3,2,1,812,730,82,0,2,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0.0,0.443,0.221,0.664,0.493,0.247,0.740,0.000,0.000,0.000,0.100,0.050,0.150,23,8.7,3,7,0,0,0.00
Craig Smith,34,1,21,2,1,3,15,2,626,614,1,10,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0.0,0.547,0.274,0.821,0.558,0.279,0.837,0.000,0.000,0.000,0.095,0.048,0.143,31,6.5,10,8,0,0,0.00
Noel Acciari,32,1,22,2,1,3,4,4,738,589,3,145,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0.0,0.443,0.222,0.665,0.555,0.277,0.832,0.000,0.000,0.000,0.091,0.045,0.136,25,8.0,44,28,117,107,52.23
Beck Malenstyn,25,1,22,2,1,3,2,3,791,595,2,192,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0.0,0.414,0.207,0.621,0.549,0.275,0.824,0.000,0.000,0.000,0.091,0.045,0.136,27,7.4,57,29,4,7,36.36
Garnet Hathaway,32,1,25,2,1,3,42,-7,635,548,9,77,2,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0.0,0.453,0.226,0.679,0.525,0.000,0.525,0.000,0.000,0.000,0.080,0.040,0.120,23,8.7,67,20,6,2,75.00
Tristan Luneau,19,0,5,1,2,3,0,2,1009,1000,8,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.713,1.426,2.139,0.720,1.439,2.159,0.000,0.000,0.000,0.200,0.400,0.600,7,14.3,4,3,0,0,0.00
Julien Gauthier,26,1,6,1,2,3,0,0,652,642,4,6,1,0,0,1,0,2,0,0,0,0,3,0,0,1,0,0.0,0.920,1.840,2.759,0.935,1.869,2.804,0.000,0.000,0.000,0.167,0.333,0.500,9,11.1,15,3,1,1,50.00
Jonas Røndbjerg,24,1,6,1,2,3,0,3,656,584,0,71,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.914,1.828,2.743,1.027,2.053,3.080,0.000,0.000,0.000,0.167,0.333,0.500,9,11.1,0,0,0,0,0.00
Vince Hinostroza,29,1,9,1,2,3,4,0,528,462,66,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.757,1.515,2.272,0.866,1.732,2.597,0.000,0.000,0.000,0.111,0.222,0.333,12,8.3,2,3,4,4,50.00
Hendrix Lapierre,21,1,10,1,2,3,0,-2,582,547,34,0,1,0,0,1,0,2,0,0,0,0,3,0,0,1,0,0.0,0.618,1.236,1.854,0.657,1.314,1.972,0.000,0.000,0.000,0.100,0.200,0.300,8,12.5,2,4,25,30,45.45
Kent Johnson,21,1,10,1,2,3,0,-3,758,605,152,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.475,0.949,1.424,0.594,1.189,1.783,0.000,0.000,0.000,0.100,0.200,0.300,15,6.7,2,9,1,6,14.29
Frederick Gaudreau,30,1,12,1,2,3,0,-3,838,634,102,101,1,0,0,1,0,1,1,0,1,0,2,1,0,2,0,33.3,0.358,0.715,1.073,0.473,0.473,0.946,0.000,2.927,2.927,0.083,0.167,0.250,20,5.0,3,5,59,59,50.00
Conor Sheary,31,1,13,1,2,3,4,-3,676,629,26,21,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.409,0.818,1.227,0.440,0.880,1.320,0.000,0.000,0.000,0.077,0.154,0.231,14,7.1,2,8,1,2,33.33
Jon Merrill,31,0,14,1,2,3,6,1,863,780,12,70,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.298,0.596,0.893,0.330,0.659,0.989,0.000,0.000,0.000,0.071,0.143,0.214,10,10.0,5,18,0,0,0.00
Tyler Pitlick,32,1,15,1,2,3,2,1,578,557,0,21,1,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0.0,0.415,0.829,1.244,0.431,0.862,1.292,0.000,0.000,0.000,0.067,0.133,0.200,11,9.1,27,8,2,6,25.00
Josh Brown,29,0,17,1,2,3,34,-2,871,738,0,132,1,0,0,1,0,2,0,0,1,0,3,0,0,2,0,0.0,0.243,0.486,0.729,0.287,0.573,0.860,0.000,0.000,0.000,0.059,0.118,0.176,16,6.3,26,37,0,0,0.00
Michael Pezzetta,25,1,17,1,2,3,14,0,467,458,2,6,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.453,0.906,1.359,0.462,0.923,1.385,0.000,0.000,0.000,0.059,0.118,0.176,17,5.9,54,7,1,3,25.00
Arber Xhekaj,22,0,17,1,2,3,47,1,884,804,62,17,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.239,0.479,0.718,0.263,0.527,0.790,0.000,0.000,0.000,0.059,0.118,0.176,14,7.1,41,12,0,0,0.00
Travis Hamonic,33,0,19,1,2,3,32,2,903,763,3,136,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.210,0.420,0.629,0.248,0.496,0.744,0.000,0.000,0.000,0.053,0.105,0.158,20,5.0,20,39,0,0,0.00
Radek Faksa,29,1,19,1,2,3,6,-2,787,635,2,149,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0.0,0.241,0.481,0.722,0.000,0.596,0.596,0.000,0.000,0.000,0.053,0.105,0.158,15,6.7,10,15,93,75,55.36
Steven Lorentz,27,1,19,1,2,3,4,-3,495,472,0,23,1,0,0,1,0,2,0,0,1,0,3,0,0,2,0,0.0,0.382,0.764,1.146,0.401,0.803,1.204,0.000,0.000,0.000,0.053,0.105,0.158,11,9.1,16,7,29,26,52.73
Josh Manson,32,0,21,1,2,3,32,-3,978,822,2,154,1,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0.0,0.175,0.350,0.525,0.208,0.208,0.417,0.000,0.000,0.000,0.048,0.095,0.143,27,3.7,40,33,0,1,0.00
Barclay Goodrow,30,1,22,1,2,3,30,0,724,591,1,130,1,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0.0,0.226,0.452,0.678,0.276,0.553,0.829,0.000,0.000,0.000,0.045,0.091,0.136,11,9.1,34,15,58,41,58.59
Troy Stecher,29,0,22,1,2,3,12,0,1141,982,3,155,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.143,0.287,0.430,0.166,0.333,0.499,0.000,0.000,0.000,0.045,0.091,0.136,20,5.0,23,31,0,0,0.00
Mattias Samuelsson,23,0,22,1,2,3,14,-2,1185,1005,1,177,1,0,0,1,0,2,0,0,0,0,3,0,0,1,0,0.0,0.138,0.276,0.414,0.163,0.325,0.488,0.000,0.000,0.000,0.045,0.091,0.136,20,5.0,50,40,0,0,0.00
Nick Bonino,35,1,23,1,2,3,4,-3,723,593,0,129,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.216,0.433,0.649,0.264,0.528,0.792,0.000,0.000,0.000,0.043,0.087,0.130,14,7.1,4,52,129,113,53.31
Givani Smith,25,1,23,1,2,3,29,-5,477,476,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.328,0.656,0.984,0.328,0.657,0.985,0.000,0.000,0.000,0.043,0.087,0.130,25,4.0,39,8,1,3,25.00
Jeremy Lauzon,26,0,24,1,2,3,34,-1,1018,885,5,128,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.147,0.294,0.442,0.169,0.339,0.508,0.000,0.000,0.000,0.042,0.083,0.125,30,3.3,70,31,0,0,0.00
Jake Bean,25,0,25,1,2,3,12,-9,934,876,3,54,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.0,0.154,0.308,0.462,0.164,0.329,0.493,0.000,0.000,0.000,0.040,0.080,0.120,32,3.1,11,35,0,0,0.00
Keegan Kolesar,26,1,26,1,2,3,27,-2,671,640,1,30,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0.0,0.206,0.412,0.619,0.216,0.216,0.433,0.000,0.000,0.000,0.038,0.077,0.115,21,4.8,81,15,0,4,0.00
Marc Del Gaizo,24,0,5,0,3,3,2,2,982,887,11,82,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.0,0.000,2.200,2.200,0.000,2.434,2.434,0.000,0.000,0.000,0.000,0.600,0.600,3,0.0,8,7,0,0,0.00
Joey Anderson,25,1,6,0,3,3,0,2,807,728,10,69,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0.0,0.000,2.230,2.230,0.000,2.472,2.472,0.000,0.000,0.000,0.000,0.500,0.500,5,0.0,3,1,0,0,0.00
Jared Spurgeon,34,0,9,0,3,3,2,1,1319,871,191,257,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,66.7,0.000,0.909,0.909,0.000,0.459,0.459,0.000,4.179,4.179,0.000,0.333,0.333,13,0.0,5,11,0,0,0.00
Isaak Phillips,22,0,9,0,3,3,10,-5,951,873,0,77,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.0,0.000,1.262,1.262,0.000,1.374,1.374,0.000,0.000,0.000,0.000,0.333,0.333,14,0.0,10,7,0,0,0.00
Zac Jones,23,0,11,0,3,3,0,-5,796,789,0,6,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.0,0.000,1.233,1.233,0.000,1.244,1.244,0.000,0.000,0.000,0.000,0.273,0.273,14,0.0,2,8,0,0,0.00
Liam Foudy,23,1,13,0,3,3,2,-2,598,592,4,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.0,0.000,1.388,1.388,0.000,1.401,1.401,0.000,0.000,0.000,0.000,0.231,0.231,7,0.0,5,4,0,0,0.00
Adam Pelech,29,0,16,0,3,3,17,6,1177,1013,1,163,0,0,0,0,0,3,0,0,2,0,3,0,0,2,0,0.0,0.000,0.573,0.573,0.000,0.666,0.666,0.000,0.000,0.000,0.000,0.188,0.188,16,0.0,15,28,0,0,0.00
Jordan Harris,23,0,16,0,3,3,8,-7,1124,976,4,143,0,0,0,0,0,3,0,0,1,1,3,0,0,1,1,0.0,0.000,0.600,0.600,0.000,0.691,0.691,0.000,0.000,0.000,0.000,0.188,0.188,12,0.0,5,28,0,0,0.00
Kevin Labanc,28,1,17,0,3,3,6,-10,737,671,65,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,66.7,0.000,0.862,0.862,0.000,0.315,0.315,0.000,6.446,6.446,0.000,0.176,0.176,24,0.0,15,7,2,9,18.18
Martin Fehervary,24,0,17,0,3,3,8,0,1115,994,2,118,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0.0,0.000,0.569,0.569,0.000,0.426,0.426,0.000,0.000,0.000,0.000,0.176,0.176,23,0.0,40,28,0,0,0.00
Jakub Lauko,23,1,17,0,3,3,10,-5,585,564,4,15,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0.0,0.000,1.086,1.086,0.000,1.126,1.126,0.000,0.000,0.000,0.000,0.176,0.176,13,0.0,28,5,1,0,100.00
Justin Holl,31,0,18,0,3,3,14,8,958,862,4,91,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.0,0.000,0.626,0.626,0.000,0.696,0.696,0.000,0.000,0.000,0.000,0.167,0.167,4,0.0,16,19,0,0,0.00
Alex Vlasic,22,0,21,0,3,3,4,7,1164,1006,5,152,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0.0,0.000,0.442,0.442,0.000,0.511,0.511,0.000,0.000,0.000,0.000,0.143,0.143,25,0.0,12,39,0,0,0.00
T.J. Brodie,33,0,22,0,3,3,16,5,1347,1155,2,189,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0.0,0.000,0.364,0.364,0.000,0.425,0.425,0.000,0.000,0.000,0.000,0.136,0.136,14,0.0,14,57,0,0,0.00
Kevin Bahl,23,0,22,0,3,3,10,-2,1024,889,3,131,0,0,0,0,0,3,0,0,2,0,3,0,0,2,0,0.0,0.000,0.479,0.479,0.000,0.552,0.552,0.000,0.000,0.000,0.000,0.136,0.136,21,0.0,44,21,0,0,0.00
Jackson LaCombe,22,0,23,0,3,3,12,-16,1199,992,28,179,0,0,0,0,0,3,0,0,1,1,3,0,0,1,1,0.0,0.000,0.392,0.392,0.000,0.473,0.473,0.000,0.000,0.000,0.000,0.130,0.130,22,0.0,19,34,0,0,0.00
Ian Cole,34,0,25,0,3,3,30,4,1209,1046,9,153,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0.0,0.000,0.357,0.357,0.000,0.413,0.413,0.000,0.000,0.000,0.000,0.120,0.120,18,0.0,22,52,0,0,0.00
Brandon Biro,25,1,4,2,0,2,0,0,707,668,0,39,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,2.545,0.000,2.545,2.694,0.000,2.694,0.000,0.000,0.000,0.500,0.000,0.500,2,100.0,0,2,7,10,41.18
Brendan Lemieux,27,1,9,2,0,2,31,-1,437,436,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0.0,1.830,0.000,1.830,1.833,0.000,1.833,0.000,0.000,0.000,0.222,0.000,0.222,7,28.6,11,0,0,3,0.00
Brandon Tanev,32,1,10,2,0,2,9,-3,793,649,5,138,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.908,0.000,0.908,1.109,0.000,1.109,0.000,0.000,0.000,0.200,0.000,0.200,13,15.4,19,4,2,1,66.67
Reese Johnson,25,1,15,2,0,2,4,-5,723,620,1,100,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.664,0.000,0.664,0.773,0.000,0.773,0.000,0.000,0.000,0.133,0.000,0.133,19,10.5,28,11,20,18,52.63
David Gustafsson,23,1,19,2,0,2,0,-1,508,454,0,53,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.746,0.000,0.746,0.834,0.000,0.834,0.000,0.000,0.000,0.105,0.000,0.105,11,18.2,3,7,34,40,45.95
Zemgus Girgensons,29,1,20,2,0,2,7,-3,753,637,2,113,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.478,0.000,0.478,0.565,0.000,0.565,0.000,0.000,0.000,0.100,0.000,0.100,27,7.4,31,11,26,18,59.09
Pierre-Edouard Bellemare,38,1,23,2,0,2,4,-2,586,433,3,149,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.534,0.000,0.534,0.361,0.000,0.361,0.000,0.000,0.000,0.087,0.000,0.087,17,11.8,10,15,101,96,51.27
Erik Johnson,35,0,24,2,0,2,2,-1,870,658,0,211,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0.0,0.345,0.000,0.345,0.456,0.000,0.456,0.000,0.000,0.000,0.083,0.000,0.083,20,10.0,29,38,0,0,0.00
Ryan Lomberg,29,1,24,2,0,2,14,5,547,516,3,26,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.548,0.000,0.548,0.581,0.000,0.581,0.000,0.000,0.000,0.083,0.000,0.083,25,8.0,41,7,1,4,20.00
Riley Tufte,25,1,5,1,1,2,2,-2,667,646,20,0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0.0,1.079,1.079,2.158,1.114,1.114,2.228,0.000,0.000,0.000,0.200,0.200,0.400,7,14.3,7,2,1,1,50.00
Thomas Bordeleau,21,1,6,1,1,2,4,-5,787,662,124,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,50.0,0.762,0.762,1.525,0.906,0.000,0.906,0.000,4.813,4.813,0.167,0.167,0.333,7,14.3,3,5,29,24,54.72
Brock McGinn,29,1,7,1,1,2,2,0,621,552,2,66,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.828,0.828,1.655,0.931,0.931,1.862,0.000,0.000,0.000,0.143,0.143,0.286,9,11.1,9,5,0,1,0.00
Devin Shore,29,1,9,1,1,2,4,-1,466,464,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.858,0.858,1.717,0.862,0.862,1.723,0.000,0.000,0.000,0.111,0.111,0.222,7,14.3,11,2,4,3,57.14
Tyler Tucker,23,0,10,1,1,2,10,4,806,780,2,23,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.446,0.446,0.893,0.461,0.461,0.922,0.000,0.000,0.000,0.100,0.100,0.200,7,14.3,17,11,0,0,0.00
Matt Coronato,21,1,10,1,1,2,4,-9,833,639,194,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,50.0,0.432,0.432,0.864,0.000,0.563,0.563,1.850,0.000,1.850,0.100,0.100,0.200,23,4.4,0,0,1,6,14.29
Teodors Blueger,29,1,11,1,1,2,7,-1,893,764,52,76,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0.0,0.366,0.366,0.733,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.091,0.182,19,5.3,9,8,73,73,50.00
Mattias Janmark-Nylén,31,1,12,1,1,2,4,-4,759,597,9,152,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.395,0.395,0.790,0.502,0.502,1.004,0.000,0.000,0.000,0.083,0.083,0.167,13,7.7,12,6,13,14,48.15
Trevor Zegras,22,1,12,1,1,2,8,-4,1071,893,178,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,50.0,0.280,0.280,0.560,0.000,0.336,0.336,1.685,0.000,1.685,0.083,0.083,0.167,30,3.3,3,9,28,38,42.42
Hudson Fasching,28,1,13,1,1,2,4,-3,710,694,15,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.390,0.390,0.780,0.398,0.398,0.797,0.000,0.000,0.000,0.077,0.077,0.154,11,9.1,6,10,0,1,0.00
Matthew Martin,34,1,14,1,1,2,7,3,506,505,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.508,0.508,1.015,0.508,0.508,1.017,0.000,0.000,0.000,0.071,0.071,0.143,11,9.1,31,5,2,2,50.00
Uvis Balinskis,27,0,15,1,1,2,6,1,830,804,9,16,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0.0,0.289,0.289,0.578,0.298,0.298,0.597,0.000,0.000,0.000,0.067,0.067,0.133,16,6.3,19,12,0,0,0.00
Brett Pesce,29,0,16,1,1,2,6,1,1219,1063,15,139,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.185,0.185,0.369,0.211,0.211,0.423,0.000,0.000,0.000,0.063,0.063,0.125,25,4.0,6,38,0,0,0.00
T.J. Oshie,37,1,17,1,1,2,10,-4,999,795,195,9,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.212,0.212,0.424,0.266,0.266,0.533,0.000,0.000,0.000,0.059,0.059,0.118,30,3.3,19,14,7,21,25.00
Jeff Carter,38,1,18,1,1,2,6,0,608,513,74,19,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0.0,0.329,0.329,0.658,0.389,0.389,0.779,0.000,0.000,0.000,0.056,0.056,0.111,17,5.9,14,6,40,16,71.43
Rourke Chartier,27,1,19,1,1,2,14,-1,721,587,7,127,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.262,0.262,0.525,0.323,0.323,0.646,0.000,0.000,0.000,0.053,0.053,0.105,17,5.9,13,7,86,78,52.44
Klim Kostin,24,1,19,1,1,2,27,2,523,521,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.362,0.362,0.723,0.363,0.363,0.726,0.000,0.000,0.000,0.053,0.053,0.105,15,6.7,37,3,2,0,100.00
Nathan Bastian,26,1,21,1,1,2,4,-9,588,491,39,57,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.291,0.291,0.583,0.349,0.349,0.698,0.000,0.000,0.000,0.048,0.048,0.095,25,4.0,36,10,6,6,50.00
Brett Kulak,29,0,22,1,1,2,8,-8,912,827,5,79,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.179,0.179,0.359,0.198,0.198,0.395,0.000,0.000,0.000,0.045,0.045,0.091,28,3.6,15,21,0,0,0.00
Ryan Lindgren,25,0,22,1,1,2,12,1,1188,982,3,201,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0.0,0.138,0.138,0.275,0.167,0.167,0.333,0.000,0.000,0.000,0.045,0.045,0.091,21,4.8,25,29,0,0,0.00
Simon Nemec,19,0,1,0,2,2,0,-2,1358,1273,85,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,50.0,0.000,5.302,5.302,0.000,2.828,2.828,0.000,42.353,42.353,0.000,2.000,2.000,3,0.0,1,0,0,0,0.00
Kirby Dach,22,1,2,0,2,2,0,2,781,568,205,7,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,4.609,4.609,0.000,6.338,6.338,0.000,0.000,0.000,0.000,1.000,1.000,3,0.0,3,0,3,5,37.50
Henry Thrun,22,0,2,0,2,2,0,-1,1112,953,132,27,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,50.0,0.000,3.236,3.236,0.000,1.889,1.889,0.000,13.585,13.585,0.000,1.000,1.000,1,0.0,0,5,0,0,0.00
Jamie Drysdale,21,0,2,0,2,2,0,2,1350,1032,139,178,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,2.667,2.667,0.000,3.487,3.487,0.000,0.000,0.000,0.000,1.000,1.000,3,0.0,3,1,0,0,0.00
Milan Lucic,35,1,4,0,2,2,2,-1,718,691,26,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0.0,0.000,2.506,2.506,0.000,2.602,2.602,0.000,0.000,0.000,0.000,0.500,0.500,1,0.0,8,2,0,0,0.00
Justin Bailey,28,1,4,0,2,2,0,1,629,557,51,20,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,50.0,0.000,2.858,2.858,0.000,1.614,1.614,0.000,17.391,17.391,0.000,0.500,0.500,2,0.0,3,2,2,2,50.00
Bobby McMann,27,1,4,0,2,2,2,0,491,490,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0.0,0.000,3.666,3.666,0.000,3.668,3.668,0.000,0.000,0.000,0.000,0.500,0.500,5,0.0,3,0,0,1,0.00
David Savard,33,0,5,0,2,2,2,0,1222,909,1,311,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0.0,0.000,1.178,1.178,0.000,1.583,1.583,0.000,0.000,0.000,0.000,0.400,0.400,4,0.0,4,14,0,0,0.00
Nils Åman,23,1,5,0,2,2,0,2,713,604,6,102,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0.0,0.000,2.019,2.019,0.000,2.381,2.381,0.000,0.000,0.000,0.000,0.400,0.400,2,0.0,2,3,15,8,65.22
Alex Goligoski,38,0,6,0,2,2,8,-2,888,793,74,19,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,1.351,1.351,0.000,1.512,1.512,0.000,0.000,0.000,0.000,0.333,0.333,3,0.0,5,12,0,0,0.00
Andre Burakovsky,28,1,6,0,2,2,0,-2,930,796,134,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,50.0,0.000,1.290,1.290,0.000,0.753,0.753,0.000,4.478,4.478,0.000,0.333,0.333,14,0.0,1,3,0,1,0.00
Gabriel Vilardi,24,1,6,0,2,2,2,0,886,691,195,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,50.0,0.000,1.354,1.354,0.000,0.868,0.868,0.000,3.077,3.077,0.000,0.333,0.333,14,0.0,2,3,8,8,50.00
Cole Koepke,25,1,7,0,2,2,0,0,429,428,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0.0,0.000,2.396,2.396,0.000,2.398,2.398,0.000,0.000,0.000,0.000,0.286,0.286,7,0.0,15,1,0,0,0.00
Aaron Ekblad,27,0,8,0,2,2,6,3,1325,1030,94,200,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.679,0.679,0.000,0.873,0.873,0.000,0.000,0.000,0.000,0.250,0.250,23,0.0,5,15,0,0,0.00
Brandon Montour,29,0,8,0,2,2,0,1,1443,1193,225,25,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,50.0,0.000,0.624,0.624,0.000,0.377,0.377,0.000,2.000,2.000,0.000,0.250,0.250,17,0.0,7,7,0,0,0.00
Ian Mitchell,24,0,10,0,2,2,8,2,901,868,2,30,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.798,0.798,0.000,0.829,0.829,0.000,0.000,0.000,0.000,0.200,0.200,10,0.0,0,10,0,0,0.00
Caleb Jones,26,0,11,0,2,2,6,4,760,752,2,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.861,0.861,0.000,0.870,0.870,0.000,0.000,0.000,0.000,0.182,0.182,8,0.0,13,13,0,0,0.00
Adam Boqvist,23,0,12,0,2,2,0,3,984,922,56,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.000,0.609,0.609,0.000,0.650,0.650,0.000,0.000,0.000,0.000,0.167,0.167,13,0.0,7,15,0,0,0.00
Scott Perunovich,25,0,13,0,2,2,2,0,848,694,154,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,50.0,0.000,0.652,0.652,0.000,0.399,0.399,0.000,1.793,1.793,0.000,0.154,0.154,11,0.0,5,12,0,0,0.00
