Name,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Samuel Blais,27,1,23,1,5,6,8,-4,662,632,30,0,1,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0.0,0.236,1.181,1.418,0.248,1.238,1.485,0.000,0.000,0.000,0.043,0.217,0.261,17,5.9,75,5,0,4,0.00
Braden Schneider,22,0,23,1,5,6,4,0,941,857,1,82,1,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0.0,0.166,0.831,0.998,0.183,0.913,1.096,0.000,0.000,0.000,0.043,0.217,0.261,30,3.3,28,37,0,0,0.00
Hampus Lindholm,29,0,24,1,5,6,32,6,1410,1167,97,144,0,1,0,0,0,4,1,0,1,0,4,2,0,1,0,33.3,0.106,0.532,0.638,0.000,0.514,0.514,1.538,1.538,3.077,0.042,0.208,0.250,37,2.7,7,27,0,0,0.00
Brandon Carlo,27,0,24,1,5,6,14,13,1213,1004,1,207,1,0,0,1,0,5,0,0,0,0,6,0,0,1,0,0.0,0.124,0.618,0.741,0.149,0.746,0.896,0.000,0.000,0.000,0.042,0.208,0.250,32,3.1,27,45,0,0,0.00
Filip Chytil,24,1,10,0,6,6,4,0,955,858,93,4,0,0,0,0,0,5,1,0,0,0,5,1,0,0,0,16.7,0.000,2.260,2.260,0.000,2.098,2.098,0.000,3.842,3.842,0.000,0.600,0.600,22,0.0,4,4,29,38,43.28
Jeff Petry,36,0,16,0,6,6,10,0,1134,988,52,93,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0.0,0.000,1.190,1.190,0.000,1.365,1.365,0.000,0.000,0.000,0.000,0.375,0.375,19,0.0,23,38,0,0,0.00
Matt Roy,28,0,21,0,6,6,12,6,1249,1051,22,175,0,0,0,0,0,4,1,1,0,0,4,1,1,0,0,16.7,0.000,0.823,0.823,0.000,0.652,0.652,0.000,7.775,7.775,0.000,0.286,0.286,42,0.0,43,44,0,0,0.00
Cody Ceci,30,0,22,0,6,6,6,4,1173,998,1,173,0,0,0,0,0,5,0,1,0,0,5,0,1,0,0,0.0,0.000,0.836,0.836,0.000,0.819,0.819,0.000,0.000,0.000,0.000,0.273,0.273,26,0.0,14,26,0,0,0.00
Ryan Suter,38,0,23,0,6,6,10,0,1201,1111,4,86,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0.0,0.000,0.781,0.781,0.000,0.845,0.845,0.000,0.000,0.000,0.000,0.261,0.261,33,0.0,16,28,0,0,0.00
Jordan Martinook,31,1,24,0,6,6,10,-5,880,784,8,87,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0.0,0.000,1.023,1.023,0.000,1.148,1.148,0.000,0.000,0.000,0.000,0.250,0.250,56,0.0,12,6,13,7,65.00
Dylan Samberg,24,0,24,0,6,6,31,4,894,776,0,117,0,0,0,0,0,5,0,1,1,0,5,0,1,1,0,0.0,0.000,1.006,1.006,0.000,0.965,0.965,0.000,0.000,0.000,0.000,0.250,0.250,22,0.0,10,38,0,0,0.00
Nick Seeler,30,0,25,0,6,6,30,12,1039,896,6,136,0,0,0,0,0,5,0,1,2,0,5,0,1,2,0,0.0,0.000,0.831,0.831,0.000,0.803,0.803,0.000,0.000,0.000,0.000,0.240,0.240,24,0.0,29,67,0,0,0.00
William Borgen,27,0,26,0,6,6,14,-2,1020,941,0,77,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0.0,0.000,0.814,0.814,0.000,0.882,0.882,0.000,0.000,0.000,0.000,0.231,0.231,32,0.0,56,34,0,0,0.00
Jacob MacDonald,30,0,10,4,1,5,4,-8,745,655,90,0,2,2,0,0,0,0,1,0,0,0,2,3,0,0,0,60.0,1.931,0.483,2.414,1.098,0.000,1.098,7.973,3.987,11.960,0.400,0.100,0.500,18,22.2,11,3,0,1,0.00
Dominik Kubalik,28,1,19,4,1,5,6,-10,853,691,161,0,2,2,0,2,0,1,0,0,0,0,3,2,0,2,0,40.0,0.888,0.222,1.110,0.548,0.274,0.822,2.345,0.000,2.345,0.211,0.053,0.263,29,13.8,6,5,9,12,42.86
Brandon Duhaime,26,1,22,4,1,5,36,2,593,475,9,108,3,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0.0,1.102,0.276,1.378,1.033,0.344,1.377,0.000,0.000,0.000,0.182,0.045,0.227,28,14.3,42,7,2,4,33.33
John Beecher,22,1,23,4,1,5,13,-3,641,541,0,99,4,0,0,1,0,1,0,0,0,0,5,0,0,1,0,0.0,0.976,0.244,1.220,1.156,0.289,1.445,0.000,0.000,0.000,0.174,0.043,0.217,21,19.1,33,15,123,96,56.16
Juuso Pärssinen,22,1,23,4,1,5,8,-2,907,792,109,4,3,1,0,0,0,0,1,0,0,0,3,2,0,0,0,40.0,0.690,0.173,0.863,0.593,0.000,0.593,1.427,1.427,2.855,0.174,0.043,0.217,30,13.3,19,7,61,90,40.40
Martin Pospisil,24,1,14,3,2,5,8,4,788,730,56,1,3,0,0,0,0,2,0,0,1,0,5,0,0,1,0,0.0,0.978,0.652,1.630,1.055,0.704,1.759,0.000,0.000,0.000,0.214,0.143,0.357,32,9.4,35,4,3,3,50.00
Michael McCarron,28,1,15,3,2,5,15,0,682,620,1,60,3,0,0,0,0,2,0,0,1,0,5,0,0,1,0,0.0,1.055,0.704,1.759,1.161,0.774,1.935,0.000,0.000,0.000,0.200,0.133,0.333,14,21.4,21,10,56,59,48.70
Morgan Frost,24,1,15,3,2,5,10,2,905,738,165,1,2,1,0,1,0,2,0,0,0,0,4,1,0,1,0,20.0,0.795,0.530,1.325,0.650,0.650,1.300,1.449,0.000,1.449,0.200,0.133,0.333,22,13.6,9,12,74,94,44.05
Yegor Chinakhov,22,1,15,3,2,5,4,-3,804,716,86,2,3,0,0,1,0,2,0,0,1,0,5,0,0,2,0,0.0,0.895,0.597,1.492,1.005,0.670,1.676,0.000,0.000,0.000,0.200,0.133,0.333,23,13.0,17,11,0,2,0.00
Filip Zadina,24,1,20,3,2,5,6,-19,840,702,77,60,2,1,0,1,0,2,0,0,0,0,4,1,0,1,0,20.0,0.643,0.429,1.071,0.512,0.512,1.025,2.327,0.000,2.327,0.150,0.100,0.250,30,10.0,9,10,3,7,30.00
Artyom Zub,28,0,12,2,3,5,6,4,1177,999,6,171,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0.0,0.509,0.764,1.274,0.600,0.900,1.501,0.000,0.000,0.000,0.167,0.250,0.417,11,18.2,20,24,0,0,0.00
Dakota Mermis,29,0,13,2,3,5,21,-1,942,871,24,46,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0.0,0.588,0.882,1.470,0.635,0.953,1.588,0.000,0.000,0.000,0.154,0.231,0.385,11,18.2,7,21,0,0,0.00
Carson Soucy,29,0,13,2,3,5,2,6,1011,884,18,109,1,1,0,0,0,2,1,0,1,0,3,2,0,1,0,40.0,0.547,0.821,1.369,0.313,0.626,0.940,15.063,15.063,30.126,0.154,0.231,0.385,12,16.7,16,26,0,0,0.00
Oliver Wahlstrom,23,1,17,2,3,5,4,-5,699,632,67,0,1,1,0,0,0,2,1,0,1,0,3,2,0,1,0,40.0,0.606,0.909,1.514,0.335,0.670,1.005,3.158,3.158,6.316,0.118,0.176,0.294,23,8.7,15,13,4,4,50.00
Dante Fabbro,25,0,20,2,3,5,10,3,1069,969,5,95,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0.0,0.337,0.505,0.841,0.371,0.557,0.928,0.000,0.000,0.000,0.100,0.150,0.250,20,10.0,15,36,0,0,0.00
Jesper Fast,32,1,24,2,3,5,6,0,808,737,6,63,2,0,0,0,0,3,0,0,1,0,5,0,0,1,0,0.0,0.371,0.556,0.927,0.407,0.610,1.016,0.000,0.000,0.000,0.083,0.125,0.208,33,6.1,18,7,2,4,33.33
Nick Cousins,30,1,24,2,3,5,12,-3,750,714,35,0,2,0,0,1,0,3,0,0,1,0,5,0,0,2,0,0.0,0.400,0.600,1.000,0.420,0.630,1.050,0.000,0.000,0.000,0.083,0.125,0.208,37,5.4,29,8,3,6,33.33
Eetu Luostarinen,25,1,24,2,3,5,6,0,967,799,33,133,2,0,0,0,0,3,0,0,1,0,5,0,0,1,0,0.0,0.310,0.465,0.775,0.375,0.563,0.938,0.000,0.000,0.000,0.083,0.125,0.208,36,5.6,27,18,57,54,51.35
Brian Dumoulin,32,0,26,2,3,5,6,-7,937,852,4,80,2,0,0,1,0,3,0,0,0,0,5,0,0,1,0,0.0,0.295,0.443,0.738,0.325,0.487,0.812,0.000,0.000,0.000,0.077,0.115,0.192,20,10.0,19,24,0,0,0.00
Kaedan Korczak,22,0,12,1,4,5,4,4,993,943,29,20,1,0,0,0,0,3,1,0,0,0,4,1,0,0,0,20.0,0.302,1.208,1.510,0.318,0.954,1.271,0.000,10.198,10.198,0.083,0.333,0.417,16,6.3,18,18,0,0,0.00
Pavel Dorofeyev,23,1,12,1,4,5,2,1,775,700,74,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0.0,0.387,1.547,1.934,0.428,1.713,2.141,0.000,0.000,0.000,0.083,0.333,0.417,22,4.6,3,5,0,0,0.00
Christian Dvorak,27,1,15,1,4,5,0,-2,940,813,18,108,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0.0,0.255,1.021,1.276,0.295,1.180,1.475,0.000,0.000,0.000,0.067,0.267,0.333,18,5.6,7,13,89,65,57.79
Ryan Carpenter,32,1,18,1,4,5,2,0,701,575,0,126,1,0,0,0,0,4,0,0,1,0,5,0,0,1,0,0.0,0.285,1.140,1.425,0.348,1.390,1.738,0.000,0.000,0.000,0.056,0.222,0.278,21,4.8,12,10,78,88,46.99
Kevin Shattenkirk,34,0,19,1,4,5,4,0,979,858,108,12,1,0,0,0,0,3,1,0,2,0,4,1,0,2,0,20.0,0.193,0.773,0.967,0.221,0.662,0.883,0.000,1.746,1.746,0.053,0.211,0.263,33,3.0,12,26,0,0,0.00
Mark Giordano,40,0,20,1,4,5,27,-1,1072,895,14,162,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0.0,0.168,0.672,0.840,0.201,0.804,1.005,0.000,0.000,0.000,0.050,0.200,0.250,25,4.0,24,50,0,0,0.00
Ryan Pulock,29,0,23,1,4,5,8,-7,1382,1213,31,137,1,0,0,1,0,4,0,0,0,0,5,0,0,1,0,0.0,0.113,0.453,0.566,0.129,0.516,0.645,0.000,0.000,0.000,0.043,0.174,0.217,30,3.3,37,61,0,0,0.00
Alexander Romanov,23,0,23,1,4,5,10,5,1341,1211,2,128,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0.0,0.117,0.467,0.583,0.129,0.517,0.646,0.000,0.000,0.000,0.043,0.174,0.217,40,2.5,28,48,0,0,0.00
Ryan Graves,28,0,24,1,4,5,14,9,1240,1104,1,135,1,0,0,1,0,4,0,0,1,0,5,0,0,2,0,0.0,0.121,0.484,0.604,0.136,0.543,0.679,0.000,0.000,0.000,0.042,0.167,0.208,33,3.0,17,48,0,0,0.00
Josh Anderson,29,1,25,1,4,5,31,-5,997,799,189,8,1,0,0,0,0,3,1,0,0,0,4,1,0,0,0,20.0,0.144,0.577,0.722,0.180,0.540,0.720,0.000,0.760,0.760,0.040,0.160,0.200,49,2.0,49,7,5,4,55.56
Michael Kesselring,23,0,9,0,5,5,6,5,861,845,2,13,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0.0,0.000,2.323,2.323,0.000,2.364,2.364,0.000,0.000,0.000,0.000,0.556,0.556,8,0.0,9,8,0,0,0.00
John Klingberg,31,0,14,0,5,5,8,-7,1233,1029,203,0,0,0,0,0,0,3,2,0,1,1,3,2,0,1,1,40.0,0.000,1.043,1.043,0.000,0.750,0.750,0.000,2.526,2.526,0.000,0.357,0.357,14,0.0,11,14,0,0,0.00
Nikita Okhotyuk,23,0,15,0,5,5,20,-8,1110,1002,19,88,0,0,0,0,0,5,0,0,1,0,5,0,0,1,0,0.0,0.000,1.080,1.080,0.000,1.197,1.197,0.000,0.000,0.000,0.000,0.333,0.333,13,0.0,26,31,0,0,0.00
Joshua Mahura,25,0,16,0,5,5,8,-2,748,717,0,30,0,0,0,0,0,5,0,0,1,0,5,0,0,1,0,0.0,0.000,1.502,1.502,0.000,1.567,1.567,0.000,0.000,0.000,0.000,0.313,0.313,15,0.0,11,10,0,0,0.00
Rasmus Sandin,23,0,22,0,5,5,8,1,1376,1266,79,30,0,0,0,0,0,5,0,0,1,0,5,0,0,1,0,0.0,0.000,0.594,0.594,0.000,0.646,0.646,0.000,0.000,0.000,0.000,0.227,0.227,29,0.0,20,46,0,0,0.00
Marcus Pettersson,27,0,24,0,5,5,16,13,1321,1148,13,160,0,0,0,0,0,5,0,0,1,0,5,0,0,1,0,0.0,0.000,0.568,0.568,0.000,0.653,0.653,0.000,0.000,0.000,0.000,0.208,0.208,28,0.0,22,35,0,0,0.00
Nicklaus Perbix,25,0,24,0,5,5,4,-1,952,949,0,1,0,0,0,0,0,5,0,0,1,0,5,0,0,1,0,0.0,0.000,0.788,0.788,0.000,0.790,0.790,0.000,0.000,0.000,0.000,0.208,0.208,14,0.0,10,32,0,0,0.00
Erik Cernak,26,0,25,0,5,5,14,-3,1154,980,3,170,0,0,0,0,0,5,0,0,2,0,5,0,0,2,0,0.0,0.000,0.623,0.623,0.000,0.734,0.734,0.000,0.000,0.000,0.000,0.200,0.200,16,0.0,53,35,0,0,0.00
Pius Suter,27,1,15,4,0,4,4,3,910,736,87,85,3,1,0,1,0,0,0,0,0,0,3,1,0,1,0,25.0,1.055,0.000,1.055,0.977,0.000,0.977,2.736,0.000,2.736,0.267,0.000,0.267,23,17.4,9,6,100,80,55.56
Johnathan Kovacevic,26,0,25,4,0,4,12,3,1115,929,3,182,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.516,0.000,0.516,0.620,0.000,0.620,0.000,0.000,0.000,0.160,0.000,0.160,19,21.1,21,36,0,0,0.00
Luke Glendening,34,1,26,4,0,4,6,-4,684,547,0,136,4,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0.0,0.809,0.000,0.809,1.011,0.000,1.011,0.000,0.000,0.000,0.154,0.000,0.154,14,28.6,36,18,172,130,56.95
Sam Gagner,34,1,10,3,1,4,2,0,708,648,59,0,3,0,0,0,0,0,1,0,0,0,3,1,0,0,0,25.0,1.525,0.508,2.033,1.665,0.000,1.665,0.000,6.030,6.030,0.300,0.100,0.400,23,13.0,8,6,6,2,75.00
Sam Bennett,27,1,12,3,1,4,27,-2,992,838,131,22,2,1,0,1,0,0,1,0,0,0,2,2,0,1,0,50.0,0.906,0.302,1.209,0.716,0.000,0.716,2.274,2.274,4.548,0.250,0.083,0.333,26,11.5,20,4,72,74,49.32
Emil Bemström,24,1,12,3,1,4,4,-7,825,676,143,5,0,3,0,0,0,1,0,0,1,0,1,3,0,1,0,75.0,1.091,0.364,1.454,0.000,0.443,0.443,6.286,0.000,6.286,0.250,0.083,0.333,20,15.0,7,6,1,1,50.00
Gustav Lindström,25,0,12,3,1,4,4,1,906,885,0,20,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.0,0.992,0.331,1.323,1.016,0.339,1.355,0.000,0.000,0.000,0.250,0.083,0.333,13,23.1,8,21,0,0,0.00
Alec Martinez,36,0,14,3,1,4,2,1,1161,1010,12,137,3,0,0,0,0,0,1,0,0,0,3,1,0,0,0,25.0,0.664,0.221,0.886,0.763,0.000,0.763,0.000,19.890,19.890,0.214,0.071,0.286,18,16.7,9,46,0,0,0.00
Jesse Ylönen,24,1,18,3,1,4,6,-2,631,518,18,94,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.0,0.950,0.317,1.266,1.157,0.386,1.543,0.000,0.000,0.000,0.167,0.056,0.222,21,14.3,9,15,3,1,75.00
Noah Gregor,25,1,22,3,1,4,9,-5,631,551,4,75,3,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0.0,0.777,0.259,1.036,0.890,0.297,1.187,0.000,0.000,0.000,0.136,0.045,0.182,40,7.5,37,14,2,5,28.57
William Carrier,29,1,23,3,1,4,12,1,668,667,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.0,0.702,0.234,0.936,0.703,0.234,0.937,0.000,0.000,0.000,0.130,0.043,0.174,41,7.3,48,6,4,6,40.00
Taylor Hall,32,1,10,2,2,4,4,-3,979,765,213,0,2,0,0,1,0,1,1,0,0,0,3,1,0,1,0,25.0,0.735,0.735,1.470,0.940,0.470,1.410,0.000,1.686,1.686,0.200,0.200,0.400,20,10.0,6,3,6,3,66.67
Louis Belpedio,27,0,12,2,2,4,0,6,792,754,0,38,2,0,0,1,0,2,0,0,0,0,4,0,0,1,0,0.0,0.757,0.757,1.515,0.796,0.796,1.591,0.000,0.000,0.000,0.167,0.167,0.333,12,16.7,14,18,0,0,0.00
MacKenzie Entwistle,24,1,16,2,2,4,8,-4,679,607,6,64,2,0,0,1,0,2,0,0,0,0,4,0,0,1,0,0.0,0.662,0.662,1.324,0.740,0.740,1.481,0.000,0.000,0.000,0.125,0.125,0.250,21,9.5,25,9,41,47,46.59
Barrett Hayton,23,1,16,2,2,4,18,-2,1117,811,226,79,1,1,0,0,0,2,0,0,0,0,3,1,0,0,0,25.0,0.403,0.403,0.806,0.277,0.555,0.832,0.994,0.000,0.994,0.125,0.125,0.250,34,5.9,2,10,101,112,47.42
Boris Katchouk,25,1,17,2,2,4,4,2,728,624,4,100,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0,0.582,0.582,1.163,0.679,0.679,1.357,0.000,0.000,0.000,0.118,0.118,0.235,23,8.7,14,2,6,6,50.00
Tyson Jost,25,1,20,2,2,4,4,-5,635,610,2,22,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0,0.567,0.567,1.134,0.590,0.590,1.179,0.000,0.000,0.000,0.100,0.100,0.200,23,8.7,15,9,27,53,33.75
Alex Laferriere,22,1,20,2,2,4,9,0,780,746,28,5,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0,0.461,0.461,0.922,0.482,0.482,0.964,0.000,0.000,0.000,0.100,0.100,0.200,39,5.1,13,4,0,0,0.00
Derek Ryan,37,1,22,2,2,4,2,0,619,513,3,103,1,0,1,0,0,2,0,0,0,0,3,0,1,0,0,0.0,0.528,0.528,1.056,0.319,0.638,0.957,0.000,0.000,0.000,0.091,0.091,0.182,16,12.5,10,6,41,35,53.95
Mathew Dumba,29,0,23,2,2,4,26,-6,1202,1000,20,182,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0,0.260,0.260,0.521,0.313,0.313,0.626,0.000,0.000,0.000,0.087,0.087,0.174,30,6.7,34,32,0,1,0.00
Fredrik Olofsson,27,1,23,2,2,4,0,-3,672,547,2,122,2,0,0,1,0,2,0,0,1,0,4,0,0,2,0,0.0,0.466,0.466,0.931,0.572,0.572,1.144,0.000,0.000,0.000,0.087,0.087,0.174,23,8.7,19,12,69,132,34.33
Nicolas Aube-Kubel,27,1,10,1,3,4,10,2,801,789,6,5,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0.0,0.449,1.348,1.797,0.456,1.369,1.825,0.000,0.000,0.000,0.100,0.300,0.400,9,11.1,18,6,2,2,50.00
Mason Lohrei,22,0,10,1,3,4,10,-3,1054,1008,10,35,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.341,1.024,1.365,0.357,1.071,1.428,0.000,0.000,0.000,0.100,0.300,0.400,17,5.9,5,18,0,0,0.00
Joel Kiviranta,27,1,11,1,3,4,2,1,686,587,1,97,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0.0,0.477,1.430,1.907,0.557,1.672,2.229,0.000,0.000,0.000,0.091,0.273,0.364,13,7.7,16,12,0,0,0.00
Walker Duehr,26,1,14,1,3,4,2,1,482,474,7,0,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0.0,0.533,1.599,2.132,0.542,1.626,2.168,0.000,0.000,0.000,0.071,0.214,0.286,8,12.5,18,1,1,2,33.33
Samuel Girard,25,0,15,1,3,4,0,-7,1236,1039,49,147,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.194,0.582,0.776,0.231,0.693,0.924,0.000,0.000,0.000,0.067,0.200,0.267,18,5.6,15,25,0,0,0.00
Ty Emberson,23,0,16,1,3,4,0,-3,1071,1011,16,43,1,0,0,0,0,2,1,0,1,0,3,1,0,1,0,25.0,0.210,0.630,0.840,0.223,0.445,0.668,0.000,13.534,13.534,0.063,0.188,0.250,16,6.3,34,20,0,0,0.00
Matthew Phillips,25,1,17,1,3,4,0,0,668,591,73,3,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.317,0.951,1.268,0.358,1.074,1.432,0.000,0.000,0.000,0.059,0.176,0.235,13,7.7,3,9,1,1,50.00
Nicolas Hague,25,0,18,1,3,4,22,-3,1134,1039,4,90,1,0,0,1,0,3,0,0,1,0,4,0,0,2,0,0.0,0.176,0.529,0.705,0.192,0.577,0.770,0.000,0.000,0.000,0.056,0.167,0.222,22,4.6,21,28,0,0,0.00
Yegor Zamula,23,0,18,1,3,4,12,10,918,893,8,15,1,0,0,1,0,2,0,1,0,0,3,0,1,1,0,0.0,0.218,0.653,0.871,0.224,0.448,0.671,0.000,0.000,0.000,0.056,0.167,0.222,17,5.9,9,23,0,0,0.00
Parker Kelly,24,1,19,1,3,4,2,-1,603,461,7,133,0,0,1,0,0,3,0,0,0,0,3,0,1,0,0,0.0,0.314,0.942,1.256,0.000,1.231,1.231,0.000,0.000,0.000,0.053,0.158,0.211,12,8.3,27,12,1,3,25.00
Ben Hutton,30,0,20,1,3,4,11,7,941,881,50,9,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0.0,0.191,0.574,0.765,0.204,0.613,0.817,0.000,0.000,0.000,0.050,0.150,0.200,33,3.0,6,22,0,0,0.00
Vincent Desharnais,27,0,20,1,3,4,23,-4,844,705,3,136,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0.0,0.213,0.639,0.852,0.255,0.766,1.021,0.000,0.000,0.000,0.050,0.150,0.200,11,9.1,24,23,0,0,0.00
Noah Cates,24,1,21,1,3,4,0,-3,865,664,71,128,1,0,0,0,0,2,0,1,0,0,3,0,1,0,0,0.0,0.198,0.594,0.793,0.258,0.516,0.774,0.000,0.000,0.000,0.048,0.143,0.190,19,5.3,5,15,104,140,42.62
David Jiricek,20,0,21,1,3,4,16,0,832,823,0,8,1,0,0,1,0,3,0,0,0,0,4,0,0,1,0,0.0,0.206,0.618,0.824,0.208,0.625,0.833,0.000,0.000,0.000,0.048,0.143,0.190,15,6.7,9,25,0,0,0.00
Matthew Nieto,31,1,22,1,3,4,4,5,696,547,3,146,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0.0,0.235,0.705,0.940,0.299,0.897,1.197,0.000,0.000,0.000,0.045,0.136,0.182,13,7.7,12,9,0,0,0.00
David Kämpf,28,1,22,1,3,4,6,-4,773,620,0,152,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.211,0.634,0.846,0.264,0.791,1.055,0.000,0.000,0.000,0.045,0.136,0.182,19,5.3,28,5,128,127,50.20
Peyton Krebs,22,1,23,1,3,4,14,3,751,669,48,33,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.208,0.625,0.833,0.234,0.701,0.935,0.000,0.000,0.000,0.043,0.130,0.174,16,6.3,13,9,73,92,44.24
Jack Johnson,36,0,24,1,3,4,14,2,858,790,1,67,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0,0.175,0.524,0.699,0.190,0.569,0.759,0.000,0.000,0.000,0.042,0.125,0.167,27,3.7,17,19,0,0,0.00
Jonny Brodzinski,30,1,4,0,4,4,0,2,612,566,46,0,0,0,0,0,0,4,0,0,1,0,4,0,0,1,0,0.0,0.000,5.875,5.875,0.000,6.352,6.352,0.000,0.000,0.000,0.000,1.000,1.000,9,0.0,0,3,10,7,58.82
Nick DeSimone,29,0,8,0,4,4,0,0,770,769,0,0,0,0,0,0,0,4,0,0,1,0,4,0,0,1,0,0.0,0.000,2.338,2.338,0.000,2.338,2.338,0.000,0.000,0.000,0.000,0.500,0.500,6,0.0,6,6,0,0,0.00
Thomas Chabot,26,0,9,0,4,4,2,0,1462,1231,197,33,0,0,0,0,0,3,1,0,0,0,3,1,0,0,0,25.0,0.000,1.094,1.094,0.000,0.975,0.975,0.000,2.026,2.026,0.000,0.444,0.444,26,0.0,3,20,0,0,0.00
Andreas Athanasiou,29,1,11,0,4,4,0,-5,765,681,84,0,0,0,0,0,0,3,1,0,0,0,3,1,0,0,0,25.0,0.000,1.711,1.711,0.000,1.442,1.442,0.000,3.892,3.892,0.000,0.364,0.364,20,0.0,3,3,21,25,45.65
Rafael Harvey-Pinard,24,1,13,0,4,4,2,1,789,633,1,154,0,0,0,0,0,3,0,1,1,0,3,0,1,1,0,0.0,0.000,1.404,1.404,0.000,1.312,1.312,0.000,0.000,0.000,0.000,0.308,0.308,11,0.0,14,11,0,1,0.00
Mathieu Olivier,26,1,14,0,4,4,15,-1,596,591,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0.0,0.000,1.725,1.725,0.000,1.740,1.740,0.000,0.000,0.000,0.000,0.286,0.286,13,0.0,36,10,0,1,0.00
Rickard Rakell,30,1,17,0,4,4,2,-2,935,827,107,0,0,0,0,0,0,3,1,0,1,0,3,1,0,1,0,25.0,0.000,0.906,0.906,0.000,0.768,0.768,0.000,1.972,1.972,0.000,0.235,0.235,44,0.0,22,10,1,5,16.67
Trevor Van Riemsdyk,32,0,18,0,4,4,4,-2,1095,956,6,132,0,0,0,0,0,3,0,1,0,0,3,0,1,0,0,0.0,0.000,0.730,0.730,0.000,0.627,0.627,0.000,0.000,0.000,0.000,0.222,0.222,21,0.0,1,26,0,0,0.00
Juuso Välimäki,25,0,18,0,4,4,6,1,1077,961,107,8,0,0,0,0,0,1,3,0,0,0,1,3,0,0,0,75.0,0.000,0.742,0.742,0.000,0.208,0.208,0.000,5.561,5.561,0.000,0.222,0.222,11,0.0,8,22,0,0,0.00
Sebastian Aho,27,0,19,0,4,4,6,-3,850,767,63,20,0,0,0,0,0,2,2,0,1,0,2,2,0,1,0,50.0,0.000,0.891,0.891,0.000,0.494,0.494,0.000,6.015,6.015,0.000,0.211,0.211,18,0.0,9,26,0,0,0.00
Olli Määttä,29,0,19,0,4,4,4,1,930,876,5,48,0,0,0,0,0,4,0,0,1,0,4,0,0,1,0,0.0,0.000,0.815,0.815,0.000,0.864,0.864,0.000,0.000,0.000,0.000,0.211,0.211,8,0.0,13,24,0,0,0.00
Urho Vaakanainen,24,0,19,0,4,4,4,2,970,918,4,47,0,0,0,0,0,4,0,0,1,0,4,0,0,1,0,0.0,0.000,0.781,0.781,0.000,0.825,0.825,0.000,0.000,0.000,0.000,0.211,0.211,20,0.0,8,17,0,0,0.00
Derek Forbort,31,0,20,0,4,4,15,9,1101,885,2,213,0,0,0,0,0,4,0,0,1,0,4,0,0,1,0,0.0,0.000,0.654,0.654,0.000,0.813,0.813,0.000,0.000,0.000,0.000,0.200,0.200,13,0.0,29,35,0,0,0.00
